log_name,n_cases,variant_entropy,normalized_variant_entropy,sequence_entropy,normalized_sequence_entropy,magnitude,variety,affinity,status,error
anomaly,752,41151.15391720826,0.6597916878327478,59567.72079105233,0.6011500740661575,10682,31,0.12920470075733426,ok,
normal,1581,90418.51687095547,0.6889447705280218,136911.105097009,0.6110241727023175,22372,32,0.1401125935503647,ok,
whole,2333,137510.72100302324,0.6979802136499932,211231.69518374087,0.6141231977097611,33054,34,0.13464722593774192,ok,
