log_name,discovery_method,n_cases,avg_cycle_time_days,avg_trace_length,generalization,fitness,precision,f_score,size,cfc,simplicity,status,error
bug_fixes,heuristics_dep_0.5,126,469.3213534318049,12.158730158730158,0.44533847289815365,0.8794080976481574,0.5669781931464175,0.6894495853787038,452.0,27.0,0.4617414248021108,ok,
docs,heuristics_dep_0.5,46,62.95860331119163,7.782608695652174,0.4855395022052431,0.911964249219001,0.5947089947089947,0.7199349215887375,186.0,6.0,0.5460992907801419,ok,
feature_work,heuristics_dep_0.5,34,563.9772429874728,17.235294117647058,0.44741262094294054,0.8920995698541576,0.3454258675078864,0.4980168625497638,253.0,12.0,0.4975369458128079,ok,
other,heuristics_dep_0.5,1892,559.4029417601402,14.955602536997885,0.5609532106301935,0.9250023349316724,0.35031681465800635,0.5081769087035817,968.0,52.0,0.4232121922626026,ok,
tech_debt,heuristics_dep_0.5,235,85.62460845153664,9.71063829787234,0.6004215422849433,0.8362270824035452,0.5788350106739859,0.6841219400008502,381.0,19.0,0.46540880503144655,ok,
whole,heuristics_dep_0.5,2333,497.0929967177851,14.16802400342906,0.5559402954633871,0.8844325283331392,0.29555610631698326,0.4430541561135204,1107.0,71.0,0.414387031408308,ok,
bug_fixes,inductive_IMf_noise_0.2,126,469.3213534318049,12.158730158730158,0.651418139587054,0.9813489943239648,0.43913538111490324,0.6067579088943347,202.0,2.0,0.6716417910447761,ok,
docs,inductive_IMf_noise_0.2,46,62.95860331119163,7.782608695652174,0.6986756812282234,0.9839527134952784,0.3340695748205411,0.49879075271316115,144.0,3.0,0.6666666666666666,ok,
feature_work,inductive_IMf_noise_0.2,34,563.9772429874728,17.235294117647058,0.6268015329027385,0.9819927971188476,0.33240027991602517,0.49667741916928126,176.0,3.0,0.6610169491525424,ok,
other,inductive_IMf_noise_0.2,1892,559.4029417601402,14.955602536997885,0.8746222319808576,0.9674439096072374,0.3231777711450631,0.48450505841880187,430.0,16.0,0.6158940397350994,ok,
tech_debt,inductive_IMf_noise_0.2,235,85.62460845153664,9.71063829787234,0.8097626873155699,0.9969851479828036,0.19697336980988334,0.3289553553529343,195.0,2.0,0.6296296296296295,ok,
whole,inductive_IMf_noise_0.2,2333,497.0929967177851,14.16802400342906,0.8754379982098989,0.9796191809784806,0.3063554821196742,0.4667459089113269,474.0,17.0,0.6242424242424242,ok,
bug_fixes,split_miner_eps_0.2_eta_0.5,126,469.3213534318049,12.158730158730158,0.66605679650803,0.8058491629814237,0.6207627118644068,0.7012995203338966,372.0,85.0,0.3498622589531681,ok,
docs,split_miner_eps_0.2_eta_0.5,46,62.95860331119163,7.782608695652174,0.5986970331935006,0.9058515991261874,0.8167006109979633,0.8589690926425023,110.0,1.0,0.6712328767123287,ok,
feature_work,split_miner_eps_0.2_eta_0.5,34,563.9772429874728,17.235294117647058,0.6311929828802358,0.8994248641192086,0.5661080074487896,0.6948620908538917,178.0,15.0,0.5522388059701492,ok,
other,split_miner_eps_0.2_eta_0.5,1892,559.4029417601402,14.955602536997885,0.8050433489690276,0.7857702409616156,0.513502050049484,0.6211086504241006,578.0,112.0,0.3523131672597865,ok,
tech_debt,split_miner_eps_0.2_eta_0.5,235,85.62460845153664,9.71063829787234,0.7637277174580689,0.8250891853991611,0.7332719459791284,0.7764756710132683,259.0,34.0,0.4697674418604651,ok,
whole,split_miner_eps_0.2_eta_0.5,2333,497.0929967177851,14.16802400342906,0.7887255820282841,0.6498308143364651,0.626733921815889,0.6380734219769314,806.0,216.0,0.3055885850178359,ok,
