log_name,n_cases,variant_entropy,normalized_variant_entropy,sequence_entropy,normalized_sequence_entropy,magnitude,variety,affinity,status,error
bug_fixes,265,3164.6555200050934,0.6691335982300157,7816.386427473063,0.44515085957962464,2272,17,0.31189113609293817,ok,
docs,20,214.6745914887347,0.5603999899606169,341.45711058037625,0.42688007611547085,158,15,0.24270827899310893,ok,
feature_work,74,1294.3153238981226,0.6530872006542568,2236.7625593083276,0.5112724471374769,672,15,0.22081527024484798,ok,
other,419,14765.925715915939,0.641647861231302,31861.832738453297,0.3935252228458944,8903,25,0.11280245286019945,ok,
tech_debt,81,1112.020052039678,0.5591772268708499,2519.9873144444796,0.41161767323982323,900,16,0.26506091230729506,ok,
whole,859,22662.81112514949,0.6791082088606365,53961.60517804691,0.44176291074243024,12905,26,0.14328514782375046,ok,
