log_name,n_cases,variant_entropy,normalized_variant_entropy,sequence_entropy,normalized_sequence_entropy,magnitude,variety,affinity,status,error
anomaly,611,13346.987376469959,0.6594120138884029,27279.8605290203,0.5294159277376528,5931,24,0.157932210437842,ok,
normal,248,8876.159374024272,0.6054286270075808,21108.84301352571,0.3420124796450796,6974,24,0.12613042573145078,ok,
whole,859,22662.81112514949,0.6791082088606365,53961.60517804691,0.44176291074243024,12905,26,0.14328514782375046,ok,
