seed,discovery_method,fitness,precision,f_score,generalization,size,cfc,simplicity,status,error
0,alpha_classic,0.5679359441582535,0.23908730158730163,0.3365114278406921,0.6007165768911296,119.0,18.0,0.375,ok,
0,inductive_IM,1.0,0.18276283618581912,0.3090439276485789,0.675261798385101,290.0,7.0,0.6237623762376238,ok,
0,heuristics_dep_0.6,0.8573956612271688,0.5118040089086859,0.6409854547999388,0.457749038929963,279.0,14.0,0.4824561403508772,ok,
0,heuristics_dep_0.7,0.8573956612271688,0.5118040089086859,0.6409854547999388,0.4560376318830651,279.0,14.0,0.4824561403508772,ok,
0,heuristics_dep_0.8,0.8573956612271688,0.5118040089086859,0.6409854547999388,0.4560376318830651,279.0,14.0,0.4824561403508772,ok,
0,heuristics_dep_0.9,0.8573956612271688,0.5118040089086859,0.6409854547999388,0.4560376318830651,279.0,14.0,0.4824561403508772,ok,
0,inductive_IMf_noise_0.3,0.9323320340756872,0.2040009583133685,0.33475509325451874,0.6496601727742312,237.0,6.0,0.6242424242424242,ok,
0,inductive_IMf_noise_0.4,0.9229816463352819,0.3198578409595735,0.4750781088951292,0.6315964688008275,200.0,4.0,0.6470588235294118,ok,
0,inductive_IMf_noise_0.5,0.8983607527518049,0.3059131134352373,0.45640836786147493,0.6538497927165554,200.0,5.0,0.6470588235294118,ok,
0,inductive_IMf_noise_0.6,0.8466117216117216,0.2898167723749119,0.43181296123883095,0.6526833814035584,163.0,5.0,0.6283185840707964,ok,
1,alpha_classic,0.5248109055450136,0.20763400108283703,0.29754753468600226,0.6229180777037053,103.0,19.0,0.46511627906976744,ok,
1,inductive_IM,1.0,0.19620011456941,0.32803894963684255,0.7089093130109261,286.0,7.0,0.62,ok,
1,heuristics_dep_0.6,0.8470189596724832,0.5861258083480305,0.6928255728273165,0.3973514313484978,317.0,16.0,0.4826254826254826,ok,
1,heuristics_dep_0.7,0.8464335975718111,0.5861258083480305,0.6926296732122666,0.3985890612813535,317.0,16.0,0.4826254826254826,ok,
1,heuristics_dep_0.8,0.8470189596724832,0.5861258083480305,0.6928255728273165,0.3973514313484978,317.0,16.0,0.4826254826254826,ok,
1,heuristics_dep_0.9,0.8470189596724832,0.5861258083480305,0.6928255728273165,0.3973514313484978,317.0,16.0,0.4826254826254826,ok,
1,inductive_IMf_noise_0.3,0.98416419884445,0.22444650669494892,0.3655307957019732,0.7288763510660734,181.0,3.0,0.632,ok,
1,inductive_IMf_noise_0.4,0.9308423915409517,0.29115504682622273,0.44356796763677914,0.6999236626867733,164.0,3.0,0.6428571428571429,ok,
1,inductive_IMf_noise_0.5,0.9596209851524873,0.2547293500655553,0.4025916125979739,0.6907508038591107,171.0,3.0,0.641025641025641,ok,
1,inductive_IMf_noise_0.6,0.9255443441317047,0.2833263685750105,0.43384476970383146,0.6780424338579254,160.0,3.0,0.6363636363636362,ok,
2,alpha_classic,0.5127124571588445,0.22010707911957172,0.3079929935999323,0.6200445828321528,116.0,19.0,0.37614678899082565,ok,
2,inductive_IM,1.0,0.20021237571194128,0.3336282474060967,0.6867309798061207,236.0,5.0,0.6144578313253012,ok,
2,heuristics_dep_0.6,0.8557247318725987,0.5724907063197027,0.6860231909900705,0.44000941825734907,300.0,14.0,0.48971193415637865,ok,
2,heuristics_dep_0.7,0.8551317140403931,0.5724907063197027,0.685832545056108,0.4461826684848962,300.0,14.0,0.48971193415637865,ok,
2,heuristics_dep_0.8,0.8557247318725987,0.5724907063197027,0.6860231909900705,0.4422824943899535,300.0,14.0,0.48971193415637865,ok,
2,heuristics_dep_0.9,0.8551317140403931,0.5724907063197027,0.685832545056108,0.44390959235229177,300.0,14.0,0.48971193415637865,ok,
2,inductive_IMf_noise_0.3,0.9461593391165778,0.2843687737728673,0.4373051996781172,0.6770314510832836,204.0,3.0,0.6521739130434783,ok,
2,inductive_IMf_noise_0.4,0.9269085002707093,0.3670727897532021,0.5258853302802217,0.6132263858714468,168.0,2.0,0.649122807017544,ok,
