variant,count
"('created', 'labeled', 'cross-referenced', 'commented', 'commented', 'commented', 'commented', 'cross-referenced', 'cross-referenced', 'cross-referenced', 'cross-referenced', 'labeled', 'closed', 'commented', 'subscribed', 'mentioned')",1
"('created', 'labeled', 'cross-referenced', 'commented', 'commented', 'commented', 'labeled', 'commented', 'labeled', 'closed', 'commented')",1
"('created', 'labeled', 'cross-referenced', 'commented', 'committed', 'head_ref_force_pushed', 'commented', 'closed', 'head_ref_deleted')",1
"('created', 'labeled', 'cross-referenced', 'commented', 'head_ref_force_pushed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'commented', 'closed', 'head_ref_deleted')",1
"('created', 'labeled', 'cross-referenced', 'commented', 'labeled', 'labeled', 'unlabeled', 'labeled', 'commented', 'mentioned', 'subscribed', 'referenced', 'cross-referenced', 'referenced', 'closed')",1
"('created', 'labeled', 'cross-referenced', 'commented', 'subscribed', 'mentioned', 'assigned', 'commented', 'labeled', 'unlabeled', 'closed')",1
"('created', 'labeled', 'cross-referenced', 'cross-referenced', 'labeled', 'unlabeled', 'labeled', 'labeled', 'unlabeled', 'labeled', 'commented', 'commented', 'unlabeled', 'renamed', 'closed', 'commented', 'commented', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'cross-referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'cross-referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'cross-referenced', 'referenced', 'referenced', 'referenced', 'closed')",1
"('created', 'labeled', 'head_ref_force_pushed', 'commented', 'renamed', 'head_ref_force_pushed', 'ready_for_review', 'review_requested', 'review_requested', 'review_requested', 'renamed', 'head_ref_force_pushed', 'reviewed', 'reviewed', 'reviewed', 'reviewed', 'cross-referenced', 'commented', 'cross-referenced', 'head_ref_force_pushed', 'reviewed', 'reviewed', 'renamed', 'head_ref_force_pushed', 'commented', 'reviewed', 'reviewed', 'head_ref_force_pushed', 'labeled', 'head_ref_force_pushed', 'renamed', 'head_ref_force_pushed', 'base_ref_changed', 'labeled', 'head_ref_force_pushed', 'milestoned', 'base_ref_force_pushed', 'base_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'base_ref_deleted', 'closed', 'cross-referenced')",1
"('created', 'labeled', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'review_requested', 'review_requested', 'ready_for_review', 'review_requested', 'commented', 'committed', 'reviewed', 'base_ref_changed', 'closed', 'merged', 'head_ref_deleted')",1
"('created', 'labeled', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'commented', 'closed', 'head_ref_deleted')",1
"('created', 'labeled', 'labeled', 'commented', 'base_ref_changed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'base_ref_force_pushed', 'base_ref_force_pushed', 'base_ref_force_pushed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'base_ref_deleted', 'closed')",1
"('created', 'labeled', 'labeled', 'commented', 'base_ref_force_pushed', 'labeled', 'unlabeled', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'labeled', 'closed', 'head_ref_deleted')",1
"('created', 'labeled', 'labeled', 'commented', 'commented', 'labeled', 'cross-referenced', 'cross-referenced', 'cross-referenced', 'closed', 'commented')",1
"('created', 'labeled', 'labeled', 'commented', 'commented', 'labeled', 'unlabeled', 'labeled', 'milestoned', 'subscribed', 'cross-referenced', 'closed')",1
"('created', 'labeled', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'labeled', 'unlabeled', 'unlabeled', 'labeled', 'commented', 'commented', 'commented', 'subscribed', 'mentioned', 'commented', 'mentioned', 'subscribed', 'cross-referenced', 'commented', 'labeled', 'commented', 'commented', 'commented', 'referenced', 'referenced', 'cross-referenced', 'referenced', 'closed', 'referenced')",1
"('created', 'labeled', 'labeled', 'commented', 'head_ref_force_pushed', 'base_ref_force_pushed', 'head_ref_force_pushed', 'renamed', 'base_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'review_requested', 'review_requested', 'ready_for_review', 'review_requested', 'reviewed', 'closed', 'merged', 'head_ref_deleted')",1
"('created', 'labeled', 'labeled', 'commented', 'ready_for_review', 'review_requested', 'review_requested', 'review_requested', 'base_ref_force_pushed', 'milestoned', 'convert_to_draft', 'commented', 'base_ref_force_pushed', 'base_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'ready_for_review', 'cross-referenced', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'labeled', 'labeled', 'commented', 'ready_for_review', 'review_requested', 'review_requested', 'review_requested', 'committed', 'head_ref_force_pushed', 'reviewed', 'closed', 'merged', 'cross-referenced', 'cross-referenced')",1
"('created', 'labeled', 'labeled', 'commented', 'ready_for_review', 'review_requested', 'review_requested', 'review_requested', 'milestoned', 'reviewed', 'head_ref_force_pushed', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'reviewed', 'unlabeled', 'labeled', 'head_ref_force_pushed', 'labeled', 'head_ref_force_pushed', 'base_ref_force_pushed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'reviewed', 'committed', 'merged', 'closed')",1
"('created', 'labeled', 'labeled', 'commented', 'ready_for_review', 'review_requested', 'review_requested', 'review_requested', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'reviewed', 'labeled', 'unlabeled', 'head_ref_force_pushed', 'labeled', 'committed', 'committed', 'head_ref_force_pushed', 'base_ref_changed', 'commented', 'closed', 'merged')",1
"('created', 'labeled', 'labeled', 'commented', 'review_requested', 'review_requested', 'review_requested', 'ready_for_review', 'milestoned', 'base_ref_changed', 'renamed', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'reviewed', 'committed', 'head_ref_force_pushed', 'reviewed', 'closed', 'merged', 'head_ref_deleted')",1
"('created', 'labeled', 'labeled', 'commented', 'subscribed', 'mentioned', 'cross-referenced', 'commented', 'commented', 'closed')",1
"('created', 'labeled', 'labeled', 'committed', 'head_ref_force_pushed', 'ready_for_review', 'review_requested', 'review_requested', 'review_requested', 'commented', 'reviewed', 'closed', 'merged')",1
"('created', 'labeled', 'labeled', 'cross-referenced', 'cross-referenced', 'closed', 'commented')",1
"('created', 'labeled', 'labeled', 'cross-referenced', 'cross-referenced', 'commented', 'closed')",1
"('created', 'labeled', 'labeled', 'cross-referenced', 'milestoned', 'unlabeled', 'labeled', 'commented', 'closed')",1
"('created', 'labeled', 'labeled', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'renamed', 'commented', 'commented', 'subscribed', 'mentioned', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'milestoned', 'head_ref_force_pushed', 'cross-referenced', 'cross-referenced', 'commented', 'ready_for_review', 'review_requested', 'review_requested', 'head_ref_force_pushed', 'commented', 'subscribed', 'mentioned', 'commented', 'subscribed', 'mentioned', 'cross-referenced', 'commented', 'commented', 'subscribed', 'mentioned', 'commented', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'commented', 'committed', 'committed', 'committed', 'commented', 'commented', 'closed', 'merged', 'head_ref_deleted', 'cross-referenced')",1
"('created', 'labeled', 'labeled', 'head_ref_force_pushed', 'head_ref_force_pushed', 'commented', 'head_ref_force_pushed', 'review_requested', 'review_requested', 'review_requested', 'ready_for_review', 'reviewed', 'base_ref_force_pushed', 'labeled', 'unlabeled', 'milestoned', 'commented', 'head_ref_force_pushed', 'labeled', 'head_ref_force_pushed', 'review_requested', 'commented', 'renamed', 'reviewed', 'unlabeled', 'base_ref_force_pushed', 'head_ref_force_pushed', 'labeled', 'head_ref_force_pushed', 'reviewed', 'base_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'cross-referenced', 'reviewed', 'closed', 'merged', 'head_ref_deleted')",1
"('created', 'labeled', 'labeled', 'head_ref_force_pushed', 'ready_for_review', 'review_requested', 'review_requested', 'review_requested', 'commented', 'head_ref_force_pushed', 'renamed', 'head_ref_force_pushed', 'reviewed', 'milestoned', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'labeled', 'labeled', 'labeled', 'commented', 'milestoned', 'ready_for_review', 'review_requested', 'review_requested', 'review_requested', 'head_ref_force_pushed', 'committed', 'committed', 'head_ref_force_pushed', 'reviewed', 'closed', 'merged', 'head_ref_deleted')",1
"('created', 'labeled', 'labeled', 'labeled', 'labeled', 'unlabeled', 'commented', 'subscribed', 'mentioned', 'commented', 'assigned', 'commented', 'subscribed', 'mentioned', 'cross-referenced', 'labeled', 'unlabeled', 'closed')",1
"('created', 'labeled', 'labeled', 'labeled', 'labeled', 'unlabeled', 'labeled', 'commented', 'subscribed', 'mentioned', 'commented', 'mentioned', 'subscribed', 'commented', 'assigned', 'commented', 'mentioned', 'mentioned', 'subscribed', 'subscribed', 'commented', 'cross-referenced', 'cross-referenced', 'cross-referenced', 'commented', 'commented', 'cross-referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'cross-referenced', 'closed', 'referenced')",1
"('created', 'labeled', 'labeled', 'labeled', 'unlabeled', 'commented', 'cross-referenced', 'assigned', 'labeled', 'closed')",1
"('created', 'labeled', 'labeled', 'labeled', 'unlabeled', 'commented', 'subscribed', 'mentioned', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'assigned', 'assigned', 'closed', 'commented', 'unlabeled', 'labeled', 'cross-referenced')",1
"('created', 'labeled', 'labeled', 'labeled', 'unlabeled', 'cross-referenced', 'assigned', 'labeled', 'labeled', 'commented', 'connected', 'commented', 'closed')",1
"('created', 'labeled', 'labeled', 'labeled', 'unlabeled', 'labeled', 'referenced', 'cross-referenced', 'referenced', 'referenced', 'closed')",1
"('created', 'labeled', 'labeled', 'labeled', 'unlabeled', 'unlabeled', 'commented', 'mentioned', 'mentioned', 'subscribed', 'subscribed', 'commented', 'labeled', 'commented', 'subscribed', 'mentioned', 'labeled', 'unlabeled', 'assigned', 'commented', 'labeled', 'cross-referenced', 'closed')",1
"('created', 'labeled', 'labeled', 'milestoned', 'commented', 'review_requested', 'ready_for_review', 'review_requested', 'review_requested', 'committed', 'head_ref_force_pushed', 'base_ref_changed', 'reviewed', 'closed', 'merged')",1
"('created', 'labeled', 'labeled', 'milestoned', 'commented', 'review_requested', 'review_requested', 'review_requested', 'ready_for_review', 'base_ref_changed', 'renamed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed')",1
"('created', 'labeled', 'labeled', 'unlabeled', 'commented', 'commented', 'commented', 'commented', 'closed')",1
"('created', 'labeled', 'labeled', 'unlabeled', 'commented', 'commented', 'commented', 'labeled', 'labeled', 'labeled', 'unlabeled', 'commented', 'closed')",1
"('created', 'labeled', 'labeled', 'unlabeled', 'commented', 'cross-referenced', 'cross-referenced', 'cross-referenced', 'cross-referenced', 'commented', 'closed')",1
"('created', 'labeled', 'labeled', 'unlabeled', 'commented', 'labeled', 'closed', 'commented')",1
"('created', 'labeled', 'labeled', 'unlabeled', 'labeled', 'assigned', 'commented', 'cross-referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'closed', 'closed', 'referenced', 'referenced')",1
"('created', 'labeled', 'labeled', 'unlabeled', 'labeled', 'renamed', 'labeled', 'commented', 'commented', 'referenced', 'cross-referenced', 'referenced', 'referenced', 'closed', 'closed', 'referenced', 'referenced')",1
"('created', 'labeled', 'mentioned', 'subscribed', 'commented', 'closed', 'commented', 'reopened', 'commented', 'commented', 'commented', 'closed')",1
"('created', 'labeled', 'ready_for_review', 'review_requested', 'review_requested', 'review_requested', 'commented', 'reviewed', 'labeled', 'unlabeled', 'cross-referenced', 'committed', 'head_ref_force_pushed', 'labeled', 'labeled', 'base_ref_changed', 'closed', 'merged', 'head_ref_deleted')",1
"('created', 'labeled', 'referenced', 'closed')",1
"('created', 'labeled', 'renamed', 'commented', 'commented', 'closed', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'renamed', 'commented', 'cross-referenced', 'commented', 'closed')",1
"('created', 'labeled', 'renamed', 'commented', 'referenced', 'referenced', 'commented', 'referenced', 'closed')",1
"('created', 'labeled', 'renamed', 'commented', 'subscribed', 'subscribed', 'mentioned', 'mentioned', 'mentioned', 'subscribed', 'labeled', 'unlabeled', 'labeled', 'commented', 'subscribed', 'mentioned', 'commented', 'subscribed', 'mentioned', 'labeled', 'labeled', 'unlabeled', 'referenced', 'cross-referenced', 'assigned', 'referenced', 'closed', 'referenced', 'referenced', 'referenced')",1
"('created', 'labeled', 'renamed', 'renamed', 'head_ref_force_pushed', 'labeled', 'commented', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'base_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'base_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'closed', 'base_ref_deleted')",1
"('created', 'labeled', 'subscribed', 'commented', 'closed')",1
"('created', 'mentioned', 'commented', 'subscribed', 'commented', 'commented', 'commented', 'committed', 'closed', 'merged')",1
"('created', 'mentioned', 'labeled', 'subscribed', 'labeled', 'cross-referenced', 'commented', 'commented', 'commented', 'cross-referenced', 'closed', 'commented')",1
"('created', 'mentioned', 'subscribed', 'labeled', 'closed', 'commented')",1
"('created', 'mentioned', 'subscribed', 'labeled', 'labeled', 'labeled', 'labeled', 'unlabeled', 'unlabeled', 'unlabeled', 'labeled', 'labeled', 'cross-referenced', 'referenced', 'referenced', 'closed')",1
"('created', 'mentioned', 'subscribed', 'labeled', 'labeled', 'unlabeled', 'labeled', 'cross-referenced', 'closed')",1
"('created', 'referenced', 'cross-referenced', 'closed')",1
"('created', 'referenced', 'cross-referenced', 'closed', 'referenced')",1
"('created', 'referenced', 'cross-referenced', 'referenced', 'labeled', 'referenced', 'referenced', 'commented', 'closed')",1
"('created', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'cross-referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'cross-referenced', 'commented', 'commented', 'commented', 'subscribed', 'mentioned', 'closed', 'commented')",1
"('created', 'renamed', 'commented', 'reviewed', 'reviewed', 'committed', 'committed', 'committed', 'committed', 'committed', 'reviewed', 'reviewed', 'reviewed', 'commented', 'committed', 'commented', 'committed', 'reviewed', 'commented', 'commented', 'committed', 'committed', 'commented', 'committed', 'committed', 'commented', 'commented', 'closed', 'merged', 'head_ref_deleted', 'cross-referenced')",1
"('created', 'renamed', 'cross-referenced', 'closed')",1
"('created', 'renamed', 'labeled', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'commented', 'commented', 'commented', 'commented', 'commented', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'cross-referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'closed', 'commented', 'subscribed', 'mentioned', 'commented', 'commented', 'mentioned', 'subscribed', 'commented')",1
"('created', 'review_requested', 'committed', 'commented', 'committed', 'committed', 'head_ref_force_pushed', 'committed', 'committed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'committed', 'committed', 'merged', 'closed', 'head_ref_deleted', 'cross-referenced')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'reviewed', 'cross-referenced', 'cross-referenced', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'closed', 'merged', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'mentioned', 'subscribed', 'review_requested', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'reviewed', 'labeled', 'unlabeled', 'committed', 'labeled', 'labeled', 'unlabeled', 'committed', 'labeled', 'unlabeled', 'cross-referenced', 'reviewed', 'committed', 'cross-referenced', 'reviewed', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'convert_to_draft', 'labeled', 'cross-referenced', 'commented', 'head_ref_force_pushed', 'head_ref_force_pushed', 'committed', 'committed', 'head_ref_force_pushed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'assigned', 'reviewed', 'reviewed', 'reviewed', 'labeled', 'unlabeled', 'reviewed', 'milestoned', 'head_ref_force_pushed', 'labeled', 'commented', 'base_ref_changed', 'head_ref_force_pushed', 'milestoned', 'demilestoned', 'committed', 'head_ref_force_pushed', 'closed', 'merged')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'head_ref_force_pushed', 'commented', 'base_ref_changed', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'review_requested', 'renamed', 'reviewed', 'base_ref_force_pushed', 'cross-referenced', 'committed', 'committed', 'head_ref_force_pushed', 'labeled', 'reviewed', 'closed', 'merged', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'reviewed', 'base_ref_changed', 'closed', 'merged', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'head_ref_force_pushed', 'reviewed', 'committed', 'head_ref_force_pushed', 'reviewed', 'labeled', 'unlabeled', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'head_ref_force_pushed', 'reviewed', 'reviewed', 'base_ref_changed', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'renamed', 'commented', 'reviewed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'reviewed', 'labeled', 'unlabeled', 'base_ref_changed', 'merged', 'closed', 'cross-referenced', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'renamed', 'committed', 'head_ref_force_pushed', 'renamed', 'reviewed', 'labeled', 'unlabeled', 'closed', 'merged', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'reviewed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'subscribed', 'mentioned', 'commented', 'head_ref_force_pushed', 'head_ref_force_pushed', 'renamed', 'commented', 'convert_to_draft', 'renamed', 'ready_for_review', 'review_requested', 'review_requested', 'commented', 'mentioned', 'mentioned', 'subscribed', 'subscribed', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'renamed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'commented', 'mentioned', 'mentioned', 'subscribed', 'subscribed', 'reviewed', 'labeled', 'unlabeled', 'commented', 'head_ref_force_pushed', 'labeled', 'cross-referenced', 'reviewed', 'reviewed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'committed', 'committed', 'committed', 'cross-referenced', 'unlabeled', 'review_requested', 'commented', 'cross-referenced', 'reviewed', 'commented', 'subscribed', 'mentioned', 'labeled', 'unlabeled', 'commented', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'convert_to_draft', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'cross-referenced', 'commented', 'mentioned', 'subscribed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'commented', 'commented', 'subscribed', 'mentioned', 'labeled', 'unlabeled', 'labeled', 'commented', 'committed', 'head_ref_force_pushed', 'commented', 'reviewed', 'closed', 'merged')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'commented', 'reviewed', 'base_ref_changed', 'base_ref_changed', 'labeled', 'unlabeled', 'base_ref_changed', 'head_ref_force_pushed', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'head_ref_force_pushed', 'commented', 'commented', 'base_ref_force_pushed', 'commented', 'commented', 'head_ref_force_pushed', 'commented', 'commented', 'commented', 'commented', 'commented', 'subscribed', 'mentioned', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'reviewed', 'committed', 'committed', 'head_ref_force_pushed', 'reviewed', 'closed', 'merged', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'committed', 'head_ref_force_pushed', 'reviewed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'head_ref_force_pushed', 'commented', 'reviewed', 'commented', 'committed', 'head_ref_force_pushed', 'commented', 'commented', 'commented', 'commented', 'review_requested', 'reviewed', 'cross-referenced', 'commented', 'closed', 'merged', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'head_ref_force_pushed', 'convert_to_draft', 'head_ref_force_pushed', 'ready_for_review', 'reviewed', 'reviewed', 'labeled', 'unlabeled', 'head_ref_force_pushed', 'labeled', 'head_ref_force_pushed', 'reviewed', 'commented', 'reviewed', 'committed', 'head_ref_force_pushed', 'reviewed', 'base_ref_changed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'head_ref_force_pushed', 'head_ref_force_pushed', 'reviewed', 'head_ref_force_pushed', 'reviewed', 'head_ref_force_pushed', 'labeled', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'base_ref_changed', 'review_requested', 'base_ref_force_pushed', 'base_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'convert_to_draft', 'committed', 'head_ref_force_pushed', 'ready_for_review', 'closed', 'base_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'head_ref_force_pushed', 'renamed', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'cross-referenced', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'renamed', 'reviewed', 'renamed', 'head_ref_force_pushed', 'labeled', 'head_ref_force_pushed', 'reviewed', 'convert_to_draft', 'head_ref_force_pushed', 'ready_for_review', 'head_ref_force_pushed', 'head_ref_force_pushed', 'reviewed', 'reviewed', 'head_ref_force_pushed', 'renamed', 'head_ref_force_pushed', 'labeled', 'renamed', 'cross-referenced', 'renamed', 'reviewed', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'cross-referenced', 'commented', 'base_ref_force_pushed', 'milestoned', 'head_ref_force_pushed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'reviewed', 'reviewed', 'committed', 'committed', 'head_ref_force_pushed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'committed', 'reviewed', 'reviewed', 'cross-referenced', 'committed', 'committed', 'cross-referenced', 'cross-referenced', 'committed', 'cross-referenced', 'cross-referenced', 'reviewed', 'committed', 'reviewed', 'labeled', 'unlabeled', 'commented', 'merged', 'closed', 'cross-referenced', 'commented', 'head_ref_deleted', 'head_ref_restored', 'cross-referenced')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'reviewed', 'reviewed', 'reviewed', 'base_ref_changed', 'head_ref_force_pushed', 'labeled', 'head_ref_force_pushed', 'base_ref_force_pushed', 'base_ref_force_pushed', 'base_ref_force_pushed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'base_ref_deleted', 'closed', 'cross-referenced')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'head_ref_force_pushed', 'commented', 'head_ref_force_pushed', 'reviewed', 'reviewed', 'head_ref_force_pushed', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'renamed', 'commented', 'head_ref_force_pushed', 'commented', 'convert_to_draft', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'ready_for_review', 'convert_to_draft', 'head_ref_force_pushed', 'head_ref_force_pushed', 'ready_for_review', 'convert_to_draft', 'ready_for_review', 'commented', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'convert_to_draft', 'committed', 'head_ref_force_pushed', 'renamed', 'commented', 'ready_for_review', 'reviewed', 'labeled', 'unlabeled', 'committed', 'committed', 'labeled', 'reviewed', 'reviewed', 'reviewed', 'committed', 'committed', 'review_requested', 'reviewed', 'base_ref_changed', 'closed', 'merged', 'head_ref_deleted')",1
