variant,count
"('created', 'labeled', 'commented', 'commented', 'commented', 'referenced', 'referenced', 'commented', 'mentioned', 'subscribed', 'referenced', 'referenced', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'commented', 'cross_referenced', 'commented', 'closed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'commented', 'commented', 'cross_referenced', 'commented', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'commented', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'commented', 'closed', 'cross_referenced')",1
"('created', 'labeled', 'commented', 'commented', 'labeled', 'cross_referenced', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'closed', 'cross_referenced')",1
"('created', 'labeled', 'commented', 'commented', 'labeled', 'labeled', 'commented', 'commented', 'commented', 'commented', 'commented', 'labeled', 'commented', 'cross_referenced', 'commented', 'labeled', 'commented', 'unlabeled', 'unlabeled', 'labeled', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'commented', 'cross_referenced', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'commented', 'labeled', 'referenced', 'closed', 'referenced')",1
"('created', 'labeled', 'commented', 'commented', 'labeled', 'unlabeled', 'commented', 'commented', 'commented', 'labeled', 'labeled', 'commented', 'commented', 'commented', 'closed', 'commented', 'commented', 'commented', 'cross_referenced', 'cross_referenced', 'cross_referenced')",1
"('created', 'labeled', 'commented', 'commented', 'labeled', 'unlabeled', 'labeled', 'unlabeled', 'labeled', 'cross_referenced', 'labeled', 'referenced', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'closed', 'mentioned', 'subscribed', 'cross_referenced')",1
"('created', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'locked', 'converted_to_discussion')",1
"('created', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'cross_referenced', 'closed', 'cross_referenced')",1
"('created', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'labeled', 'commented', 'cross_referenced', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'closed', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'labeled', 'commented', 'commented', 'unlabeled', 'labeled', 'commented', 'closed', 'cross_referenced')",1
"('created', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'closed')",1
"('created', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'labeled', 'referenced', 'closed')",1
"('created', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'cross_referenced', 'cross_referenced', 'referenced', 'cross_referenced', 'closed')",1
"('created', 'labeled', 'commented', 'commented', 'referenced', 'cross_referenced', 'closed', 'commented')",1
"('created', 'labeled', 'commented', 'commented', 'subscribed', 'commented', 'closed')",1
"('committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'closed', 'commented')",1
"('created', 'labeled', 'commented', 'cross_referenced', 'commented', 'cross_referenced', 'closed', 'referenced')",1
"('created', 'labeled', 'commented', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'cross_referenced', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'cross_referenced', 'cross_referenced', 'commented', 'closed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'commented', 'cross_referenced', 'labeled', 'commented', 'mentioned', 'subscribed', 'labeled', 'cross_referenced', 'closed')",1
"('committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'head_ref_force_pushed', 'reviewed', 'commented', 'cross_referenced', 'reviewed', 'renamed', 'committed', 'head_ref_force_pushed', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'committed', 'head_ref_force_pushed', 'commented', 'base_ref_force_pushed', 'commented', 'commented', 'commented', 'commented', 'closed', 'cross_referenced', 'commented', 'head_ref_deleted', 'cross_referenced')",1
"('created', 'labeled', 'commented', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'closed', 'commented', 'head_ref_deleted')",1
"('created', 'labeled', 'commented', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'ready_for_review', 'review_requested', 'review_requested', 'reviewed', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'reviewed', 'commented', 'commented', 'reviewed', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'head_ref_force_pushed', 'commented', 'commented', 'commented', 'reviewed', 'commented', 'commented', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'merged', 'closed', 'head_ref_deleted', 'cross_referenced', 'cross_referenced')",1
"('created', 'labeled', 'commented', 'head_ref_force_pushed', 'renamed', 'ready_for_review', 'review_requested', 'review_requested', 'connected', 'reviewed', 'reviewed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'labeled', 'commented', 'issue_type_added', 'unlabeled', 'labeled', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'assigned', 'commented', 'commented', 'closed')",1
"('committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'created', 'committed', 'committed', 'commented', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'labeled', 'commented', 'labeled', 'commented', 'closed', 'cross_referenced')",1
"('created', 'labeled', 'commented', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'unlabeled', 'commented', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'closed', 'labeled')",1
"('created', 'labeled', 'commented', 'labeled', 'commented', 'cross_referenced', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'assigned', 'referenced', 'referenced', 'cross_referenced', 'referenced', 'commented', 'closed', 'cross_referenced', 'referenced', 'referenced', 'referenced', 'cross_referenced', 'cross_referenced')",1
"('created', 'labeled', 'commented', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'referenced', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'referenced', 'commented', 'mentioned', 'subscribed', 'referenced', 'referenced', 'commented', 'referenced', 'referenced', 'referenced', 'referenced', 'unlabeled', 'labeled', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'closed')",1
"('created', 'labeled', 'commented', 'labeled', 'cross_referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'unlabeled', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'closed', 'referenced')",1
"('created', 'labeled', 'commented', 'labeled', 'labeled', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'commented', 'closed', 'unlabeled', 'labeled')",1
"('created', 'labeled', 'commented', 'labeled', 'labeled', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'cross_referenced', 'unlabeled', 'commented', 'mentioned', 'subscribed', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'labeled', 'labeled', 'labeled', 'commented', 'referenced', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'closed')",1
"('created', 'labeled', 'commented', 'labeled', 'labeled', 'unlabeled', 'commented', 'commented', 'commented', 'cross_referenced', 'unlabeled', 'labeled', 'commented', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'renamed', 'reviewed', 'head_ref_force_pushed', 'commented', 'reviewed', 'labeled', 'unlabeled', 'head_ref_force_pushed', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'unlabeled', 'head_ref_force_pushed', 'labeled', 'commented', 'commented', 'cross_referenced', 'head_ref_force_pushed', 'committed', 'committed', 'head_ref_force_pushed', 'reviewed', 'reviewed', 'committed', 'merged', 'closed', 'cross_referenced', 'cross_referenced')",1
"('created', 'labeled', 'commented', 'labeled', 'unlabeled', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'labeled', 'unlabeled', 'commented', 'commented', 'mentioned', 'subscribed', 'committed', 'head_ref_force_pushed', 'labeled', 'commented', 'commented', 'cross_referenced', 'reviewed', 'reviewed', 'cross_referenced', 'commented', 'closed', 'commented')",1
"('created', 'labeled', 'commented', 'labeled', 'unlabeled', 'commented', 'unlabeled', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'unlabeled', 'labeled', 'labeled', 'unlabeled', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'head_ref_force_pushed', 'labeled', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'cross_referenced', 'commented', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'unlabeled', 'commented', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'reviewed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'reviewed', 'commented', 'commented', 'cross_referenced', 'commented', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'assigned', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'cross_referenced', 'merged', 'closed', 'cross_referenced', 'cross_referenced')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'reviewed', 'commented', 'cross_referenced', 'reviewed', 'base_ref_changed', 'labeled', 'committed', 'head_ref_force_pushed', 'labeled', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'closed', 'labeled', 'referenced', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'referenced')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'closed', 'mentioned', 'subscribed', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'closed', 'commented', 'cross_referenced', 'cross_referenced')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'cross_referenced', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'closed', 'commented')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'labeled', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'commented', 'cross_referenced', 'cross_referenced', 'unlabeled', 'commented', 'labeled', 'commented', 'cross_referenced', 'closed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'cross_referenced', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'closed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'cross_referenced', 'closed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'cross_referenced', 'commented', 'labeled', 'unlabeled', 'labeled', 'cross_referenced', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'cross_referenced', 'commented', 'labeled', 'labeled', 'assigned', 'unlabeled', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'closed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'closed', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'commented', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'labeled', 'commented', 'commented', 'closed', 'subscribed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'cross_referenced', 'cross_referenced', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'closed', 'commented', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'referenced', 'cross_referenced', 'closed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'commented', 'closed', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'referenced', 'cross_referenced', 'commented', 'closed', 'commented', 'commented', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'referenced', 'cross_referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'labeled', 'referenced', 'cross_referenced', 'cross_referenced', 'closed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'closed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'ready_for_review', 'review_requested', 'review_requested', 'review_requested', 'reviewed', 'renamed', 'head_ref_force_pushed', 'review_requested', 'reviewed', 'labeled', 'unlabeled', 'labeled', 'committed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'unlabeled', 'merged', 'closed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'cross_referenced', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'cross_referenced', 'closed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'labeled', 'commented', 'labeled', 'commented', 'closed', 'mentioned', 'subscribed', 'commented')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'labeled', 'commented', 'mentioned', 'subscribed', 'closed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'labeled', 'labeled', 'unlabeled', 'labeled', 'cross_referenced', 'commented', 'renamed', 'referenced', 'cross_referenced', 'referenced', 'commented', 'closed', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'labeled', 'renamed', 'commented', 'closed', 'mentioned', 'subscribed', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'referenced', 'cross_referenced', 'commented', 'closed', 'cross_referenced')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'commented', 'labeled', 'issue_type_added', 'commented', 'commented', 'labeled', 'commented', 'unlabeled', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'labeled', 'unlabeled', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'labeled', 'unlabeled', 'closed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'referenced', 'cross_referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'closed', 'referenced')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'labeled', 'labeled', 'unlabeled', 'unlabeled', 'commented', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'closed', 'labeled', 'unlabeled')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'labeled', 'unlabeled', 'labeled', 'assigned', 'assigned', 'commented', 'closed', 'unlabeled', 'labeled', 'cross_referenced')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'referenced', 'cross_referenced', 'commented', 'closed', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'commented', 'mentioned', 'subscribed', 'unlabeled', 'labeled', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'ready_for_review', 'review_requested', 'review_requested', 'review_requested', 'head_ref_force_pushed', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'labeled', 'commented', 'ready_for_review', 'review_requested', 'review_requested', 'review_requested', 'renamed', 'reviewed', 'labeled', 'unlabeled', 'commented', 'reviewed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'committed', 'labeled', 'review_requested', 'merged', 'closed', 'commented', 'mentioned', 'subscribed', 'head_ref_deleted')",1
"('created', 'labeled', 'commented', 'ready_for_review', 'review_requested', 'review_requested', 'review_requested', 'reviewed', 'committed', 'renamed', 'commented', 'reviewed', 'merged', 'closed')",1
"('created', 'labeled', 'commented', 'referenced', 'cross_referenced', 'commented', 'closed', 'mentioned', 'subscribed', 'commented', 'commented')",1
"('created', 'labeled', 'commented', 'referenced', 'cross_referenced', 'referenced', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'renamed', 'commented', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'renamed', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'closed')",1
"('created', 'labeled', 'commented', 'renamed', 'cross_referenced', 'closed', 'referenced')",1
"('created', 'labeled', 'commented', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'unsubscribed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'commented', 'closed', 'head_ref_deleted')",1
"('created', 'labeled', 'commented', 'reviewed', 'unlabeled', 'labeled', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'labeled', 'commented', 'unlabeled', 'labeled', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'reviewed', 'reviewed', 'merged', 'closed', 'cross_referenced', 'cross_referenced')",1
"('created', 'labeled', 'commented', 'reviewed', 'unlabeled', 'labeled', 'labeled', 'renamed', 'renamed', 'labeled', 'reviewed', 'unlabeled', 'unlabeled', 'labeled', 'reviewed', 'reviewed', 'unlabeled', 'labeled', 'labeled', 'commented', 'mentioned', 'subscribed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'committed', 'commented', 'mentioned', 'subscribed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'labeled', 'convert_to_draft', 'ready_for_review', 'reviewed', 'commented', 'committed', 'head_ref_force_pushed', 'commented', 'merged', 'closed')",1
"('created', 'labeled', 'cross_referenced', 'assigned', 'labeled', 'unlabeled', 'labeled', 'referenced', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'reviewed', 'commented', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'renamed', 'renamed', 'reviewed', 'committed', 'committed', 'head_ref_force_pushed', 'reviewed', 'base_ref_changed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'labeled', 'cross_referenced', 'closed', 'commented', 'cross_referenced', 'commented', 'commented', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'cross_referenced', 'closed', 'referenced')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'closed')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'closed', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'commented')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'commented', 'closed')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'commented', 'commented', 'commented', 'closed')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'commented', 'commented', 'commented', 'closed', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'commented', 'commented', 'commented', 'cross_referenced', 'cross_referenced', 'cross_referenced', 'cross_referenced', 'labeled', 'commented', 'closed', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'commented', 'commented', 'cross_referenced', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'closed')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'commented', 'commented', 'labeled', 'commented', 'labeled', 'commented', 'closed')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'cross_referenced', 'cross_referenced', 'commented', 'closed')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'committed', 'head_ref_force_pushed', 'closed', 'commented', 'head_ref_deleted')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'committed', 'head_ref_force_pushed', 'commented', 'closed', 'head_ref_deleted')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'committed', 'head_ref_force_pushed', 'reviewed', 'reviewed', 'merged', 'closed')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'cross_referenced', 'commented', 'closed', 'commented', 'commented', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'head_ref_force_pushed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'commented', 'closed', 'head_ref_deleted')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'labeled', 'labeled', 'unlabeled', 'labeled', 'commented', 'mentioned', 'subscribed', 'referenced', 'cross_referenced', 'referenced', 'closed')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'assigned', 'commented', 'labeled', 'unlabeled', 'closed')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'closed', 'reopened', 'cross_referenced', 'commented', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'cross_referenced', 'closed', 'commented', 'commented')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'commented', 'cross_referenced', 'closed')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'closed')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'referenced', 'cross_referenced', 'referenced', 'referenced', 'referenced', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'closed', 'referenced', 'commented', 'commented', 'mentioned', 'subscribed')",1
"('created', 'labeled', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'commented', 'cross_referenced', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'labeled', 'commented', 'commented', 'closed')",1
"('created', 'labeled', 'cross_referenced', 'committed', 'head_ref_force_pushed', 'commented', 'reviewed', 'merged', 'closed')",1
"('created', 'labeled', 'cross_referenced', 'committed', 'head_ref_force_pushed', 'cross_referenced', 'closed', 'commented', 'head_ref_deleted')",1
"('created', 'labeled', 'cross_referenced', 'cross_referenced', 'commented', 'commented', 'closed')",1
