variant,count
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'committed', 'renamed', 'committed', 'committed', 'head_ref_force_pushed', 'reviewed', 'unlabeled', 'labeled', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'convert_to_draft', 'labeled', 'unlabeled', 'commented', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'cross_referenced', 'commented', 'labeled', 'unlabeled', 'referenced', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'cross_referenced', 'committed', 'commented', 'mentioned', 'subscribed', 'reviewed', 'commented', 'merged', 'closed', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'cross_referenced', 'cross_referenced')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'milestoned', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'reviewed', 'reviewed', 'merged', 'closed', 'demilestoned')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'renamed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'commented', 'commented', 'merged', 'closed', 'cross_referenced')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'commented', 'mentioned', 'subscribed', 'reviewed', 'labeled', 'unlabeled', 'merged', 'closed', 'cross_referenced')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'committed', 'committed', 'commented', 'reviewed', 'commented', 'merged', 'closed', 'cross_referenced')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'committed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'committed', 'reviewed', 'reviewed', 'reviewed', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'labeled', 'unlabeled', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'merged', 'closed', 'cross_referenced', 'cross_referenced', 'cross_referenced', 'head_ref_deleted', 'commented')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'merged', 'closed', 'head_ref_deleted', 'cross_referenced')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'reviewed', 'base_ref_changed', 'labeled', 'unlabeled', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'reviewed', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'subscribed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'committed', 'commented', 'commented', 'mentioned', 'subscribed', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'committed', 'commented', 'renamed', 'reviewed', 'review_requested', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'committed', 'commented', 'reviewed', 'unlabeled', 'labeled', 'committed', 'labeled', 'reviewed', 'commented', 'unlabeled', 'labeled', 'committed', 'committed', 'labeled', 'review_requested', 'reviewed', 'committed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'merged', 'closed', 'cross_referenced', 'cross_referenced')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'committed', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'cross_referenced', 'commented', 'committed', 'committed', 'closed', 'commented')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'auto_rebase_enabled', 'reviewed', 'auto_merge_disabled', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'base_ref_changed', 'base_ref_changed', 'reviewed', 'commented', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'base_ref_changed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'base_ref_changed', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'commented', 'closed', 'commented')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'commented', 'commented', 'commented', 'commented', 'convert_to_draft', 'commented', 'commented', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'commented', 'commented', 'committed', 'commented', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'commented', 'committed', 'commented', 'mentioned', 'subscribed', 'reviewed', 'unlabeled', 'labeled', 'committed', 'labeled', 'committed', 'reviewed', 'reviewed', 'committed', 'reviewed', 'committed', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'unlabeled', 'labeled', 'renamed', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'commented', 'base_ref_changed', 'base_ref_deleted', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'committed', 'reviewed', 'labeled', 'committed', 'committed', 'reviewed', 'unlabeled', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'committed', 'reviewed', 'unlabeled', 'committed', 'labeled', 'reviewed', 'committed', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'cross_referenced', 'convert_to_draft', 'ready_for_review', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'mentioned', 'subscribed', 'review_requested', 'copilot_work_started', 'reviewed', 'commented', 'mentioned', 'subscribed', 'commented', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'milestoned', 'base_ref_changed', 'renamed', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'milestoned', 'base_ref_changed', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'milestoned', 'renamed', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'milestoned', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'renamed', 'reviewed', 'merged', 'closed', 'cross_referenced', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'reviewed', 'base_ref_changed', 'merged', 'closed', 'head_ref_deleted', 'referenced')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'reviewed', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'reviewed', 'commented', 'committed', 'reviewed', 'merged', 'closed', 'commented', 'commented', 'commented', 'cross_referenced', 'commented', 'referenced', 'cross_referenced', 'referenced', 'cross_referenced')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'reviewed', 'commented', 'mentioned', 'subscribed', 'committed', 'committed', 'renamed', 'auto_squash_enabled', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'reviewed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'merged', 'closed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'reviewed', 'committed', 'commented', 'reviewed', 'base_ref_changed', 'milestoned', 'base_ref_force_pushed', 'unlabeled', 'labeled', 'base_ref_force_pushed', 'base_ref_force_pushed', 'base_ref_force_pushed', 'base_ref_changed', 'commented', 'mentioned', 'subscribed', 'closed', 'cross_referenced')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'reviewed', 'convert_to_draft', 'commented', 'closed', 'commented', 'reopened', 'commented', 'commented', 'commented', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'reviewed', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'reviewed', 'reviewed', 'merged', 'closed', 'cross_referenced')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'reviewed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'reviewed', 'reviewed', 'merged', 'closed', 'head_ref_deleted', 'referenced')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'reviewed', 'reviewed', 'milestoned', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'reviewed', 'unlabeled', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'cross_referenced', 'commented', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'reviewed', 'commented', 'commented', 'unlabeled', 'labeled', 'committed', 'labeled', 'commented', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'reviewed', 'merged', 'closed', 'commented')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'labeled', 'commented', 'commented', 'reviewed', 'commented', 'reviewed', 'cross_referenced', 'merged', 'closed', 'head_ref_deleted', 'referenced')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'labeled', 'commented', 'milestoned', 'commented', 'commented', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'labeled', 'commented', 'milestoned', 'renamed', 'reviewed', 'base_ref_changed', 'merged', 'closed', 'demilestoned')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'labeled', 'commented', 'renamed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'labeled', 'commented', 'renamed', 'reviewed', 'milestoned', 'unlabeled', 'committed', 'labeled', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'labeled', 'commented', 'reviewed', 'base_ref_changed', 'merged', 'closed', 'head_ref_deleted', 'head_ref_restored')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'labeled', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'labeled', 'reviewed', 'merged', 'closed', 'head_ref_deleted', 'referenced')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'reviewed', 'commented', 'milestoned', 'committed', 'commented', 'committed', 'unlabeled', 'labeled', 'demilestoned', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'commented', 'commented', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'reviewed', 'merged', 'closed', 'referenced')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'reviewed', 'merged', 'closed', 'referenced', 'commented', 'commented', 'referenced')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'renamed', 'commented', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'renamed', 'commented', 'commented', 'labeled', 'unlabeled', 'milestoned', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'renamed', 'commented', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'assigned', 'unassigned', 'unassigned', 'assigned', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'convert_to_draft', 'unlabeled', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'renamed', 'commented', 'reviewed', 'labeled', 'unlabeled', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'reviewed', 'commented', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'reviewed', 'commented', 'renamed', 'labeled', 'unlabeled', 'merged', 'closed', 'cross_referenced')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'reviewed', 'commented', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'reviewed', 'reviewed', 'commented', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'mentioned', 'subscribed', 'labeled', 'labeled', 'commented', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'reviewed', 'commented', 'closed')",1
"('committed', 'created', 'reviewed', 'commented', 'review_requested', 'merged', 'closed')",1
"('committed', 'created', 'reviewed', 'committed', 'reviewed', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'reviewed', 'reviewed', 'commented', 'committed', 'committed', 'review_requested', 'reviewed', 'reviewed', 'review_requested', 'reviewed', 'merged', 'closed')",1
"('created', 'assigned', 'labeled', 'labeled', 'commented', 'unlabeled', 'labeled', 'unlabeled', 'cross_referenced', 'labeled', 'labeled', 'unlabeled', 'cross_referenced', 'referenced', 'cross_referenced', 'referenced', 'commented', 'closed', 'commented')",1
"('created', 'assigned', 'mentioned', 'subscribed', 'commented', 'referenced', 'cross_referenced', 'commented', 'commented', 'commented', 'commented', 'referenced', 'cross_referenced', 'commented', 'closed')",1
"('created', 'assigned', 'referenced', 'referenced', 'cross_referenced', 'closed', 'referenced')",1
"('created', 'base_ref_force_pushed', 'head_ref_force_pushed', 'labeled', 'labeled', 'renamed', 'commented', 'base_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'ready_for_review', 'review_requested', 'review_requested', 'review_requested', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'commented', 'closed', 'commented', 'commented', 'mentioned', 'subscribed', 'cross_referenced')",1
"('created', 'commented', 'closed', 'cross_referenced')",1
"('created', 'commented', 'closed', 'referenced', 'referenced', 'cross_referenced')",1
"('created', 'commented', 'commented', 'closed', 'commented')",1
"('created', 'commented', 'commented', 'closed', 'commented', 'mentioned', 'subscribed')",1
"('created', 'commented', 'commented', 'closed', 'commented', 'reopened', 'commented', 'referenced', 'referenced', 'cross_referenced', 'closed', 'referenced')",1
"('created', 'commented', 'commented', 'closed', 'referenced', 'cross_referenced', 'referenced', 'referenced')",1
"('created', 'commented', 'commented', 'commented', 'closed', 'cross_referenced')",1
"('created', 'commented', 'commented', 'commented', 'commented', 'closed')",1
"('created', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'cross_referenced', 'commented', 'closed')",1
"('created', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'cross_referenced', 'commented', 'closed', 'commented')",1
"('created', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'cross_referenced', 'commented', 'closed', 'cross_referenced')",1
"('created', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'cross_referenced', 'commented', 'closed')",1
"('created', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'cross_referenced', 'commented', 'commented', 'head_ref_force_pushed', 'commented', 'reviewed', 'reviewed', 'reviewed', 'committed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'commented', 'merged', 'closed')",1
"('created', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'referenced', 'cross_referenced', 'closed')",1
"('created', 'commented', 'commented', 'commented', 'commented', 'commented', 'cross_referenced', 'commented', 'closed')",1
"('created', 'commented', 'commented', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'closed')",1
"('created', 'commented', 'commented', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'commented', 'commented', 'closed', 'commented', 'referenced', 'cross_referenced', 'referenced')",1
"('created', 'commented', 'commented', 'commented', 'commented', 'commented', 'ready_for_review', 'referenced', 'commented', 'committed', 'committed', 'commented', 'commented', 'commented', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'commented', 'commented', 'commented', 'commented', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'committed', 'head_ref_force_pushed', 'commented', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'reviewed', 'reviewed', 'merged', 'closed', 'commented')",1
"('created', 'commented', 'commented', 'commented', 'commented', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'cross_referenced', 'commented', 'closed', 'mentioned', 'subscribed')",1
"('created', 'commented', 'commented', 'commented', 'commented', 'reviewed', 'reviewed', 'reviewed', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'commented', 'commented', 'renamed', 'cross_referenced', 'commented', 'reviewed', 'labeled', 'labeled', 'commented', 'commented', 'commented', 'commented', 'commented', 'commented', 'base_ref_changed', 'commented', 'commented', 'commented', 'commented', 'head_ref_force_pushed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'commented', 'merged', 'closed', 'commented', 'cross_referenced', 'referenced', 'cross_referenced')",1
"('created', 'commented', 'commented', 'commented', 'cross_referenced', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'reviewed', 'commented', 'mentioned', 'subscribed', 'review_requested', 'labeled', 'cross_referenced', 'commented', 'committed', 'committed', 'head_ref_force_pushed', 'commented', 'commented', 'mentioned', 'subscribed', 'reviewed', 'commented', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'commented', 'commented', 'commented', 'commented', 'commented', 'base_ref_changed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'commented', 'commented', 'commented', 'cross_referenced', 'labeled', 'commented', 'closed', 'referenced', 'cross_referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced')",1
"('created', 'commented', 'commented', 'commented', 'head_ref_force_pushed', 'commented', 'commented', 'committed', 'head_ref_force_pushed', 'commented', 'commented', 'merged', 'closed')",1
"('created', 'commented', 'commented', 'commented', 'labeled', 'commented', 'commented', 'labeled', 'cross_referenced', 'commented', 'labeled', 'unlabeled', 'unlabeled', 'labeled', 'cross_referenced', 'commented', 'commented', 'unlabeled', 'commented', 'commented', 'labeled', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'cross_referenced', 'commented', 'cross_referenced', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'unlabeled', 'assigned', 'cross_referenced', 'labeled', 'closed', 'cross_referenced')",1
"('created', 'commented', 'commented', 'commented', 'labeled', 'referenced', 'referenced', 'referenced', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'referenced', 'cross_referenced', 'cross_referenced', 'commented', 'closed', 'mentioned', 'subscribed')",1
"('created', 'commented', 'commented', 'commented', 'mentioned', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'labeled', 'labeled', 'unlabeled', 'cross_referenced', 'commented', 'commented', 'cross_referenced', 'commented', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'unlabeled', 'commented', 'mentioned', 'subscribed', 'commented', 'cross_referenced', 'commented', 'closed', 'subscribed')",1
"('created', 'commented', 'commented', 'commented', 'referenced', 'cross_referenced', 'closed', 'cross_referenced')",1
"('created', 'commented', 'commented', 'commented', 'review_requested', 'reviewed', 'labeled', 'labeled', 'labeled', 'labeled', 'unlabeled', 'cross_referenced', 'review_requested', 'head_ref_force_pushed', 'review_requested', 'review_requested', 'labeled', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'unlabeled', 'unlabeled', 'unlabeled', 'assigned', 'assigned', 'head_ref_force_pushed', 'committed', 'committed', 'head_ref_force_pushed', 'renamed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'committed', 'committed', 'commented', 'commented', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'reviewed', 'merged', 'closed', 'cross_referenced')",1
"('created', 'commented', 'commented', 'committed', 'head_ref_force_pushed', 'merged', 'closed')",1
"('created', 'commented', 'commented', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'cross_referenced', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'head_ref_force_pushed', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'unlabeled', 'reviewed', 'commented', 'commented', 'commented', 'head_ref_force_pushed', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'labeled', 'labeled', 'unlabeled', 'cross_referenced', 'labeled', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'review_requested', 'review_requested', 'commented', 'closed')",1
"('created', 'commented', 'commented', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'reviewed', 'convert_to_draft', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'closed', 'commented', 'commented', 'committed', 'committed', 'reopened', 'committed', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'closed')",1
"('created', 'commented', 'commented', 'labeled', 'commented', 'labeled', 'labeled', 'unlabeled', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'cross_referenced', 'closed')",1
"('created', 'commented', 'commented', 'labeled', 'commented', 'mentioned', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'commented', 'commented', 'labeled', 'labeled', 'commented', 'commented', 'assigned', 'cross_referenced', 'closed')",1
"('created', 'commented', 'commented', 'mentioned', 'subscribed', 'closed', 'cross_referenced')",1
"('created', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'closed', 'cross_referenced')",1
"('created', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'commented', 'head_ref_force_pushed', 'commented', 'commented', 'head_ref_force_pushed', 'commented', 'commented', 'commented', 'committed', 'head_ref_force_pushed', 'commented', 'commented', 'commented', 'review_requested', 'commented', 'committed', 'commented', 'reviewed', 'committed', 'reviewed', 'merged', 'closed', 'head_ref_deleted', 'cross_referenced')",1
