log_name,n_cases,variant_entropy,normalized_variant_entropy,sequence_entropy,normalized_sequence_entropy,magnitude,variety,affinity,status,error
bug_fixes,83,1715.2230567764445,0.6255250659846995,2987.8568195437806,0.4949735902981501,889,18,0.3568818154340968,ok,
docs,7,59.09232202640628,0.37642707674466824,88.73345611127083,0.333373221595492,64,13,0.32693814122385545,ok,
feature_work,55,803.7094836773151,0.6392860708531238,1414.3898087618372,0.5198543917233331,446,16,0.21866257836564584,ok,
other,670,20396.37218982842,0.6795916159277747,44735.2329157826,0.3770713262151512,12569,28,0.15419614517199393,ok,
tech_debt,12,91.04087980771891,0.5467778057883601,154.7648401027055,0.42829506326848227,82,13,0.22430528225982763,ok,
whole,827,23988.75571504444,0.6918023106958048,53641.38468464705,0.39976347306795296,14050,28,0.1656903604204623,ok,
