log_name,n_cases,variant_entropy,normalized_variant_entropy,sequence_entropy,normalized_sequence_entropy,magnitude,variety,affinity,status,error
anomaly,588,18080.943684365975,0.6749100799223724,34544.61995436235,0.40327254059172624,9367,26,0.16911210606976115,ok,
normal,239,6211.36963544916,0.6045765687736229,13460.397258764264,0.3400869319672292,4683,23,0.16443266337821247,ok,
whole,827,23988.75571504444,0.6918023106958048,53641.38468464705,0.39976347306795296,14050,28,0.1656903604204623,ok,
