log_name,discovery_method,n_cases,avg_cycle_time_days,avg_trace_length,generalization,fitness,precision,f_score,size,cfc,simplicity,status,error
bug_fixes,heuristics_dep_0.5,83,23.90664086903168,10.710843373493976,0.5647160381368246,0.8637153903716637,0.5018867924528302,0.6348662184607681,241.0,10.0,0.4822335025380711,ok,
docs,heuristics_dep_0.5,7,66.69898974867725,9.142857142857142,0.3422762090598087,0.9185882352941177,0.726027397260274,0.8110347638963472,107.0,4.0,0.6438356164383561,ok,
feature_work,heuristics_dep_0.5,55,39.14357070707071,8.10909090909091,0.4709058659415214,0.7925346861475074,0.6305732484076434,0.7023376925742221,246.0,18.0,0.47058823529411764,ok,
other,heuristics_dep_0.5,670,80.64725962202874,18.759701492537314,0.4966830061777021,0.9022399375456571,0.27281592655138787,0.4189510168051997,653.0,37.0,0.45388788426763116,ok,
tech_debt,heuristics_dep_0.5,12,111.31974826388888,6.833333333333333,0.3930796880990438,0.8800290486564997,0.5377358490566038,0.6675622572361624,108.0,2.0,0.5897435897435898,ok,
whole,heuristics_dep_0.5,827,72.51939714048994,16.98911729141475,0.5307804692376101,0.8866995729050293,0.24104338144657844,0.3790457081652092,679.0,42.0,0.4457831325301205,ok,
bug_fixes,inductive_IMf_noise_0.2,83,23.90664086903168,10.710843373493976,0.8115901527176679,0.9778758386221187,0.26671641791044776,0.4191180516663322,123.0,7.0,0.6091954022988506,ok,
docs,inductive_IMf_noise_0.2,7,66.69898974867725,9.142857142857142,0.4011592416760936,1.0,0.4416243654822335,0.6126760563380282,113.0,1.0,0.6986301369863015,ok,
feature_work,inductive_IMf_noise_0.2,55,39.14357070707071,8.10909090909091,0.752659290296726,0.9991921004865096,0.2136431784107946,0.35201907448632425,157.0,2.0,0.6448598130841122,ok,
other,inductive_IMf_noise_0.2,670,80.64725962202874,18.759701492537314,0.7447049803188233,0.968934480441318,0.5065219294406023,0.6652674511393274,344.0,7.0,0.6302521008403362,ok,
tech_debt,inductive_IMf_noise_0.2,12,111.31974826388888,6.833333333333333,0.466474149657751,0.9734186939820744,0.4356435643564357,0.6019089461065691,149.0,4.0,0.6907216494845361,ok,
whole,inductive_IMf_noise_0.2,827,72.51939714048994,16.98911729141475,0.7432517535579013,0.9589678590134707,0.5260288907059144,0.6793884218195158,390.0,7.0,0.6296296296296295,ok,
bug_fixes,split_miner_eps_0.2_eta_0.5,83,23.90664086903168,10.710843373493976,0.5981923969736265,0.8095478864866557,0.5376242309512542,0.6461424702262085,312.0,76.0,0.3146417445482866,ok,
docs,split_miner_eps_0.2_eta_0.5,7,66.69898974867725,9.142857142857142,0.3361054395747155,0.9363636363636364,0.813953488372093,0.8708781253774611,96.0,0.0,0.7333333333333333,ok,
feature_work,split_miner_eps_0.2_eta_0.5,55,39.14357070707071,8.10909090909091,0.6508615863637053,0.9499370886566009,0.5627498001598721,0.7067912213137593,154.0,1.0,0.5752212389380531,ok,
other,split_miner_eps_0.2_eta_0.5,670,80.64725962202874,18.759701492537314,0.6876589463399202,0.8198510225066762,0.19701180922554973,0.3176836210333448,479.0,100.0,0.351931330472103,ok,
tech_debt,split_miner_eps_0.2_eta_0.5,12,111.31974826388888,6.833333333333333,0.46242358520112903,0.9586206896551724,0.6231884057971014,0.7553393150511816,83.0,0.0,0.6727272727272727,ok,
whole,split_miner_eps_0.2_eta_0.5,827,72.51939714048994,16.98911729141475,0.735179191276569,0.85871005875203,0.249596306201746,0.38677186297983607,417.0,60.0,0.4021164021164021,ok,
