,mean,std,cv
top10_variant_coverage,0.47239263803680986,0.010427442768083417,0.022073677548020736
gini_variant_concentration,0.41260638549065753,0.011240131063621973,0.027241776809284204
top1_variant_coverage,0.17484662576687116,0.0213012951492839,0.12182845997660617
