log_name,n_cases,variant_entropy,normalized_variant_entropy,sequence_entropy,normalized_sequence_entropy,magnitude,variety,affinity,status,error
bug_fixes,113,4419.435405627874,0.6254411537307216,6330.978548052934,0.5556091492857317,1551,27,0.17784258627601582,ok,
docs,140,3823.721028006282,0.6696275626823616,6980.731723214156,0.5429774042218843,1725,27,0.29289638904075316,ok,
feature_work,50,2433.926062404022,0.5720260820904779,2985.446892168859,0.5495737394227901,811,25,0.12934318832032127,ok,
other,676,33579.10020022311,0.698531871973019,49399.271530243765,0.6099778820815812,8905,41,0.12867739856035407,ok,
tech_debt,601,15464.21602617277,0.6966541329507048,35609.334005132194,0.5355319665654142,7457,32,0.2999642949877301,ok,
whole,1580,68547.7926480664,0.7278524056708998,121929.5763742713,0.6007258425216625,20449,41,0.14913019332656166,ok,
