log_name,n_cases,variant_entropy,normalized_variant_entropy,sequence_entropy,normalized_sequence_entropy,magnitude,variety,affinity,status,error
anomaly,375,17029.192832015062,0.6860530498916386,25035.450568585056,0.6099240357180367,4838,27,0.1176375259328665,ok,
normal,1205,48738.46678034954,0.7183974445015208,89299.52164139481,0.5924248227235305,15611,41,0.165832867634302,ok,
whole,1580,68547.7926480664,0.7278524056708998,121929.5763742713,0.6007258425216625,20449,41,0.14913019332656166,ok,
