seed,discovery_method,fitness,precision,f_score,generalization,size,cfc,simplicity,status,error
0,alpha_classic,0.5416311372911455,0.18447378951580629,0.27521297467361283,0.6547171249367516,110.0,24.0,0.4,ok,
0,inductive_IM,1.0,0.20698576972833116,0.34297963558413713,0.7528601812848685,322.0,9.0,0.625,ok,
0,heuristics_dep_0.5,0.8326426683615864,0.6328,0.7190950446779326,0.5771459653121214,293.0,19.0,0.4873949579831932,ok,
0,heuristics_dep_0.6,0.8336886730531735,0.6317891373801917,0.7188310103939997,0.5827568917349322,293.0,19.0,0.4873949579831932,ok,
0,heuristics_dep_0.7,0.8326426683615864,0.6328,0.7190950446779326,0.5771459653121214,293.0,19.0,0.4873949579831932,ok,
0,inductive_IMf_noise_0.2,0.9828024560305635,0.4905633802816901,0.6544564602994123,0.790629582854953,191.0,5.0,0.6240601503759399,ok,
0,inductive_IMf_noise_0.3,0.9765625328828716,0.5120817843866171,0.6718594611250527,0.7672934004829643,184.0,4.0,0.625,ok,
0,inductive_IMf_noise_0.4,0.9676864317075957,0.45759717314487636,0.6213648625894109,0.6498740184387184,171.0,1.0,0.641025641025641,ok,
0,split_miner_eps_0.1_eta_0.4,0.9598118939954032,0.6048325722983257,0.7420541973256003,0.6543833048456109,184.0,1.0,0.562043795620438,ok,
0,split_miner_eps_0.1_eta_0.5,0.9574888270955599,0.5963673057517659,0.7349651232589403,0.6942835196498153,168.0,1.0,0.5772357723577236,ok,
0,split_miner_eps_0.1_eta_0.6,0.939329095689585,0.7054243446664936,0.8057446125293302,0.702492252911327,143.0,1.0,0.62,ok,
0,split_miner_eps_0.2_eta_0.4,0.9598118939954032,0.6028826095201972,0.7405848014422161,0.6564944546825338,181.0,1.0,0.5671641791044776,ok,
0,split_miner_eps_0.2_eta_0.5,0.9581859442378621,0.5937751004016064,0.7331974693674286,0.6957026547497168,168.0,1.0,0.5772357723577236,ok,
0,split_miner_eps_0.2_eta_0.6,0.9397132773140837,0.7031857031857032,0.8044230954480543,0.7035474368956154,143.0,1.0,0.62,ok,
0,split_miner_eps_0.3_eta_0.4,0.9598118939954032,0.6028826095201972,0.7405848014422161,0.6564944546825338,181.0,1.0,0.5671641791044776,ok,
0,split_miner_eps_0.3_eta_0.5,0.9581859442378621,0.5937751004016064,0.7331974693674286,0.6957026547497168,168.0,1.0,0.5772357723577236,ok,
0,split_miner_eps_0.3_eta_0.6,0.9397132773140837,0.7031857031857032,0.8044230954480543,0.7035474368956154,143.0,1.0,0.62,ok,
1,alpha_classic,0.5381791151703839,0.192580994821149,0.28365825658622534,0.6404584383144617,104.0,23.0,0.42857142857142855,ok,
1,inductive_IM,1.0,0.17847636530518585,0.30289341485260324,0.7405844886738572,224.0,6.0,0.6000000000000001,ok,
1,heuristics_dep_0.5,0.861247470894557,0.5297356828193833,0.6559871208398845,0.5316262642693648,347.0,19.0,0.4928571428571428,ok,
1,heuristics_dep_0.6,0.861247470894557,0.5291529152915291,0.6555401085026996,0.5319736561756443,347.0,19.0,0.4928571428571428,ok,
1,heuristics_dep_0.7,0.861247470894557,0.5297356828193833,0.6559871208398845,0.5316262642693648,347.0,19.0,0.4928571428571428,ok,
1,inductive_IMf_noise_0.2,0.9704426856948238,0.3141744904969086,0.4746757897764828,0.7033159607614676,205.0,4.0,0.6223776223776223,ok,
1,inductive_IMf_noise_0.3,0.9704212020823474,0.3289716748768473,0.49136961398790024,0.6653572368660986,186.0,0.0,0.6507936507936508,ok,
1,inductive_IMf_noise_0.4,0.9171563445211188,0.26508485229415457,0.41129382865857955,0.6394777964534287,195.0,4.0,0.6296296296296295,ok,
