,mean,std,cv
gini_variant_concentration,0.4265948145659048,0.022784172166898223,0.05340939783828124
top10_variant_coverage,0.4239234449760766,0.024831260549956692,0.05857486969459309
top1_variant_coverage,0.09090909090909091,0.019533411026979093,0.21486752129677003
