week_start,object_id
2021-10-04,43941
2021-10-04,44020
2021-10-04,44115
2021-10-04,44170
2021-10-04,44286
2021-10-04,44314
2021-10-04,44394
2021-10-04,44420
2021-10-04,44455
2021-10-04,44489
2021-10-04,45089
2021-10-04,45563
2021-10-04,45769
2021-10-04,45795
2021-10-04,45974
2021-10-04,46138
2021-10-04,46461
2021-10-04,47448
2021-10-11,43715
2021-10-11,43796
2021-10-11,43847
2021-10-11,43875
2021-10-11,44346
2021-10-11,44646
2021-10-11,45875
2021-10-11,47796
2021-11-22,41300
2021-11-22,41387
2021-11-22,41597
2021-11-22,41758
2021-11-22,41787
2021-11-22,41877
2021-11-22,41936
2022-01-03,39710
2022-01-03,39836
2022-01-03,39940
2022-01-03,40046
2022-01-03,40244
2022-01-03,40431
2022-01-03,40463
2022-01-03,40518
2022-01-03,40624
2022-01-03,40839
2022-01-03,40977
2022-01-03,41070
2022-01-03,41113
2022-01-03,41232
2022-01-03,41578
2022-01-03,41698
2022-01-03,41824
2022-01-03,41912
2022-01-03,42017
2022-01-03,42066
2022-01-03,42092
2022-01-03,42116
2022-01-03,42230
2022-01-03,42389
2022-01-03,42490
2022-01-03,42561
2022-01-03,42819
2022-01-03,43276
2022-01-03,43614
2022-01-03,44243
2022-01-03,44544
2022-01-03,44589
2022-01-03,45065
2022-01-03,45135
2022-01-03,45199
2022-01-03,45249
2022-01-03,45301
2022-01-03,46333
2022-01-03,46614
2022-01-03,46644
2022-01-03,46668
2022-01-03,47519
2022-01-03,47634
2022-01-03,49211
2022-01-03,50280
2022-01-03,51654
2022-01-24,38345
2022-01-24,38369
2022-01-24,38398
2022-01-24,38476
2022-01-24,38578
2022-01-24,38689
2022-01-24,38716
2022-01-24,38748
2022-01-24,38772
2022-01-24,38882
2022-01-24,38931
2022-01-24,39318
2022-01-24,39625
2022-01-24,39966
2022-01-24,40066
2022-01-24,40142
2022-01-24,40275
2022-01-24,40932
2022-01-24,41040
2022-01-24,41203
2022-01-24,41647
2022-01-24,42345
2022-01-24,42525
2022-01-24,42852
