,mean,std,cv
top10_variant_coverage,0.23144104803493454,0.01782743626479751,0.07702797933280432
gini_variant_concentration,0.23227764764470465,0.024920605373591243,0.10728800479205029
top1_variant_coverage,0.06157205240174672,0.01490839898581586,0.24212931686183206
