discovery_method,fitness_mean,fitness_std,fitness_cv,precision_mean,precision_std,precision_cv,f_score_mean,f_score_std,f_score_cv,size_mean,size_std,size_cv,cfc_mean,cfc_std,cfc_cv
alpha_classic,0.5474827744181121,0.05522320366412572,0.10086747244754737,0.18405598028298115,0.034189647467502526,0.18575678668488174,0.2737711326501823,0.03907342362635789,0.14272294981620612,108.4,34.42931567396857,0.3176136132284923,16.7,9.177871939253311,0.5495731700151684
heuristics_dep_0.5,0.8326568909320626,0.017369997951872662,0.020860931004160626,0.4335220016346802,0.05210390136182252,0.12018744415590094,0.5680897353037061,0.044262776086217884,0.0779151132920128,579.6,52.481107711886835,0.09054711475480819,45.9,7.140650452787119,0.15556972664024227
heuristics_dep_0.6,0.8320288866264152,0.017412444560875564,0.020927692344284963,0.4340241519470399,0.052235881292960654,0.12035247591321717,0.5683765705594938,0.04432763825177526,0.07798991117480503,579.6,52.481107711886835,0.09054711475480819,45.9,7.140650452787119,0.15556972664024227
heuristics_dep_0.7,0.8328993659253344,0.017656816162339852,0.021199219119015036,0.4336512190085842,0.05240482919677685,0.12084557104805342,0.5682372128510673,0.04452981034071952,0.07836482605089543,579.6,52.481107711886835,0.09054711475480819,45.9,7.140650452787119,0.15556972664024227
inductive_IM,0.9955774672894904,0.009300449010831876,0.009341763264442712,0.15411385694078966,0.02923980386252474,0.18972858406728887,0.2658508630794925,0.04299966634265048,0.1617435649618075,317.9,52.28224682751626,0.164461298608104,7.2,1.3984117975602022,0.19422386077225026
inductive_IMf_noise_0.2,0.9678206561581405,0.014199596756435433,0.014671723181443677,0.3606473100945296,0.08711093039816344,0.2415404966567772,0.5196662885447108,0.09107532683580338,0.17525733118238912,254.9,57.54312392554919,0.2257478380759089,6.3,2.6267851073127395,0.41695001703376816
inductive_IMf_noise_0.3,0.9505776415049366,0.035075162666217116,0.036898787784117,0.3584596116398382,0.15326449461636574,0.4275641931185208,0.5006474411160557,0.15886536021453457,0.3173198286210911,244.8,48.12437589782911,0.1965865028506091,4.8,2.2997584414213783,0.47911634196278724
inductive_IMf_noise_0.4,0.9427338012298435,0.01660232306948128,0.017610828261193884,0.24122806930755805,0.07854210291078952,0.3255927186924953,0.37823085671524875,0.08651819226088808,0.2287444049707011,191.9,38.422938750468084,0.20022375586486754,2.7,1.4944341180973264,0.5534941178138245
split_miner_eps_0.1_eta_0.4,0.7958798023510887,0.09297431088363643,0.11681953808726311,0.5261947163026128,0.047077840215056004,0.08946847764997641,0.6295061668882309,0.034742301465605765,0.05518977143201568,429.8,92.19158795079348,0.21449880863376797,69.4,59.83718650545737,0.8622072983495297
split_miner_eps_0.1_eta_0.5,0.8102378489679213,0.0904943885969787,0.11168867106399707,0.5964333631824569,0.08117087937507307,0.13609379418676454,0.6807163725662919,0.043840464891432715,0.06440342359646016,392.7,92.7781703251842,0.23625711822048437,73.6,54.82740596129315,0.7449375809958311
split_miner_eps_0.1_eta_0.6,0.8452973010540388,0.05961909514805145,0.07053032710942025,0.6092525801977521,0.03761253644117677,0.061735539025486785,0.7073138797033356,0.03909506970937101,0.05527258948427314,319.1,80.478361481001,0.2522042039517424,52.7,43.80525082681299,0.8312191807744401
split_miner_eps_0.2_eta_0.4,0.784120721140826,0.09867882682253612,0.1258464725673455,0.5334507010015266,0.04437850362992876,0.08319138684532677,0.6299999846058805,0.026774492509712037,0.04249919549833294,425.0,75.03776826816392,0.17655945474862098,71.7,50.94452320362263,0.7105233361732584
split_miner_eps_0.2_eta_0.5,0.820432901502415,0.0966157213852668,0.11776188059784,0.6050705514007533,0.08636345211311608,0.1427328629912372,0.6891125837631261,0.045176035478429515,0.06555682851085219,371.8,94.92663834070322,0.2553164022073782,60.6,49.578669248422194,0.8181298555845248
split_miner_eps_0.2_eta_0.6,0.8370271208653385,0.05657261358613573,0.0675875514375802,0.6212453870178319,0.031447827853653534,0.0506206219165871,0.7121931227268995,0.031235005218488508,0.043857493454715686,319.4,78.56236022704793,0.24596856677222273,52.9,42.540046492164954,0.8041596690390351
split_miner_eps_0.3_eta_0.4,0.7418110696756067,0.10275613395201795,0.13852062627880857,0.5249977447831486,0.045434987822438315,0.0865432057069223,0.6121972514096877,0.051534895810414184,0.08418021428836273,496.2,208.08961744615922,0.41936641968190086,127.2,122.93702091360076,0.9664860134717039
split_miner_eps_0.3_eta_0.5,0.7773725111109312,0.09914674395568325,0.12754084115219633,0.5815736295989608,0.08506482864396471,0.14626665363528155,0.6582210522483558,0.05288017843040319,0.08033802360130342,389.5,90.25796363756497,0.2317277628692297,77.2,53.38913747196146,0.6915691382378428
split_miner_eps_0.3_eta_0.6,0.8284577504896117,0.05946289657864294,0.07177541225669125,0.640539697847645,0.05437017176985769,0.08488181443328727,0.720625826346462,0.042187212701543325,0.05854246567241484,309.0,71.84551327520583,0.23250975169969526,49.9,39.60765919196269,0.793740665169593
