discovery_method,fitness_mean,fitness_std,fitness_cv,precision_mean,precision_std,precision_cv,f_score_mean,f_score_std,f_score_cv,size_mean,size_std,size_cv,cfc_mean,cfc_std,cfc_cv
alpha_classic,0.5989428093620053,0.08936058110569499,0.14919718495474055,0.23189492414562668,0.03618599872193516,0.15604480716969413,0.3307972926504389,0.033715318145167074,0.10192138477020372,90.0,29.105173270590765,0.3233908141176752,19.0,10.954451150103322,0.5765500605317538
heuristics_dep_0.5,0.8198732161530412,0.02592893718399341,0.031625544868578076,0.5783024852968572,0.047531208521192934,0.08219091172813127,0.6767600774237821,0.030301120826072118,0.044773800696724306,290.8,30.469657037781058,0.10477873809415765,12.3,3.802046232695699,0.3091094498126584
heuristics_dep_0.6,0.8199991885835077,0.026740485559384814,0.03261038051217728,0.577382653696932,0.04682690998319882,0.08110203810829804,0.6761937716724591,0.030007145408684373,0.04437654806323701,290.8,30.469657037781058,0.10477873809415765,12.3,3.802046232695699,0.3091094498126584
heuristics_dep_0.7,0.8191082777059817,0.025535179643258365,0.03117436404717204,0.5776510178232408,0.046828370084271966,0.08106688751408249,0.676090002323216,0.02992630115024797,0.04426378299843753,290.8,30.469657037781058,0.10477873809415765,12.3,3.802046232695699,0.3091094498126584
inductive_IM,1.0,0.0,0.0,0.218243172713664,0.016725876871985852,0.07663871755534947,0.3580134992522327,0.02251251812672234,0.06288175773746878,278.3,60.31776963162126,0.2167365060424767,6.8,2.043961295567452,0.3005825434658018
inductive_IMf_noise_0.2,0.9610441823944935,0.01406566665932446,0.014635816871893536,0.4491090998855801,0.036902130518223726,0.08216740771368317,0.6114817501082627,0.03651600573734961,0.05971724541392191,202.0,24.508501926202406,0.12132921745644752,3.2,0.42163702135578385,0.13176156917368245
inductive_IMf_noise_0.3,0.9361488862396357,0.008321717119299129,0.008889309426758123,0.4376435499165086,0.04797428909274849,0.10961955020678536,0.5949378557545436,0.042400957159105586,0.07126955655785196,189.5,25.574509879087724,0.13495783577355,3.2,0.42163702135578385,0.13176156917368245
inductive_IMf_noise_0.4,0.936248340911009,0.009408252062225706,0.010048885163386341,0.4351362562436531,0.043044317984549024,0.09892146969349873,0.5928872894063999,0.03885683461825125,0.06553831615643978,186.0,26.15339366124405,0.14060964334002174,3.3,0.48304589153964794,0.1463775428908024
split_miner_eps_0.1_eta_0.4,0.8512648847231887,0.1214840149936297,0.14271000387045615,0.5816191563531008,0.09587789450464651,0.16484652105653666,0.679673860607182,0.045452886436540905,0.06687455421036184,289.3,69.83003174375143,0.24137584425769593,48.8,45.18554341084472,0.9259332666156705
split_miner_eps_0.1_eta_0.5,0.8285785346708451,0.1047236326096494,0.12638950712288377,0.5898809877353492,0.08068970778650364,0.1367898092398007,0.6824218212011497,0.06248000882116106,0.09155628803192169,285.7,46.339448037762004,0.16219617794106408,59.4,34.7761092961501,0.5854563854570725
split_miner_eps_0.1_eta_0.6,0.860393792623039,0.07589394357727909,0.08820838112500214,0.6176981453459026,0.06469080450748349,0.1047288307321329,0.7171760236455869,0.06164888719831522,0.0859606082268874,228.8,49.06865937982546,0.21446092386287352,28.9,24.87502093801464,0.8607273680973924
split_miner_eps_0.2_eta_0.4,0.8395483978197618,0.11306885907203357,0.13467819051964616,0.5393840550298183,0.07458403595292588,0.1382763084251772,0.6480115752211048,0.05172720992019468,0.07982451532990766,301.0,61.42927279038517,0.2040839627587547,58.0,42.45782220824175,0.7320314173834784
split_miner_eps_0.2_eta_0.5,0.8369987426365775,0.0739714557131483,0.08837702130846153,0.559186007263315,0.10397937079645397,0.18594773375201992,0.6633787211561818,0.08021746222098944,0.12092257358086639,284.6,42.70102783046069,0.15003874852586327,60.0,37.136385272547884,0.6189397545424647
split_miner_eps_0.2_eta_0.6,0.8472125005323106,0.08676423254436745,0.10241141684034734,0.586720802870021,0.0848858131124905,0.1446783763201518,0.688575431296991,0.0686401849929112,0.09968433649109659,238.5,49.36091571273774,0.20696400718129032,33.4,28.03252079678569,0.8392970298438831
split_miner_eps_0.3_eta_0.4,0.7897089821736909,0.1102760233107946,0.1396413435836293,0.5027786448820395,0.09122806767760995,0.1814477774787225,0.6033115844797191,0.0436473029386409,0.07234620395409985,307.5,50.98202297542405,0.1657951966680457,62.4,35.84596676522107,0.5744545955964916
split_miner_eps_0.3_eta_0.5,0.7938478921615321,0.05498238724060975,0.06926060745831389,0.5317477575871161,0.09997657511207375,0.18801503849443993,0.6319380333298101,0.07756706465546598,0.1227447321800673,292.7,41.47837455295898,0.14170951333433202,63.6,31.896359945576513,0.5015150934839074
split_miner_eps_0.3_eta_0.6,0.8282077549658453,0.09199888187959332,0.11108188896804917,0.5756922248085162,0.08918840210517637,0.15492375658684943,0.671950497517836,0.058923712182308255,0.08769055518222042,241.6,56.36034855187543,0.2332795883769679,35.0,31.587620641285692,0.902503446893877
