log_name,discovery_method,n_cases,avg_cycle_time_days,avg_trace_length,generalization,fitness,precision,f_score,size,cfc,simplicity,status,error
anomaly,heuristics_dep_0.5,124,187.3377154271207,8.258064516129032,0.48148039325403835,0.8774693530030148,0.48327759197324416,0.6232772045018498,305.0,10.0,0.5,ok,
normal,heuristics_dep_0.5,425,62.025325735294125,8.715294117647058,0.4394963827141264,0.8266106957052144,0.30607609312890405,0.44673562854995025,665.0,39.0,0.45132743362831856,ok,
whole,heuristics_dep_0.5,549,90.3290348824462,8.612021857923498,0.48182126526315494,0.8258151564636248,0.3156988574111754,0.45677739941787804,599.0,27.0,0.452755905511811,ok,
anomaly,inductive_IMf_noise_0.2,124,187.3377154271207,8.258064516129032,0.6049409610395684,0.9533397859808064,0.39865047233468287,0.5622072402359112,233.0,3.0,0.6560509554140126,ok,
normal,inductive_IMf_noise_0.2,425,62.025325735294125,8.715294117647058,0.6970006773000181,0.9742091002004485,0.2009947003668977,0.33323729228064736,393.0,9.0,0.6263736263736264,ok,
whole,inductive_IMf_noise_0.2,549,90.3290348824462,8.612021857923498,0.7391244724113242,0.9580726564188619,0.23302921235456597,0.37487795520569794,423.0,11.0,0.6357388316151203,ok,
anomaly,split_miner_eps_0.2_eta_0.5,124,187.3377154271207,8.258064516129032,0.6240609198553464,0.9564511082068812,0.500132240148109,0.6568138182821895,218.0,6.0,0.558282208588957,ok,
normal,split_miner_eps_0.2_eta_0.5,425,62.025325735294125,8.715294117647058,0.6320959457807678,0.7580878920154333,0.494740993952143,0.5987364458142083,531.0,129.0,0.3222222222222222,ok,
whole,split_miner_eps_0.2_eta_0.5,549,90.3290348824462,8.612021857923498,0.6434047991041045,0.741840909555338,0.44332184317920675,0.5549858508647776,566.0,160.0,0.2945091514143095,ok,
