seed,discovery_method,fitness,precision,f_score,generalization,size,cfc,simplicity,status,error
0,alpha_classic,0.5838903207269639,0.20176326058678995,0.2998970990189933,0.5564177785074573,86.0,15.0,0.5625,ok,
0,inductive_IM,1.0,0.22325581395348837,0.3650190114068441,0.6660312149362588,373.0,10.0,0.6342412451361868,ok,
0,heuristics_dep_0.5,0.7972859772462554,0.5465924895688457,0.6485564550106293,0.43291920654815097,300.0,13.0,0.5,ok,
0,heuristics_dep_0.6,0.7971348020073656,0.5465924895688457,0.6485064323432521,0.43265705269659105,300.0,13.0,0.5,ok,
0,heuristics_dep_0.7,0.7972859772462554,0.5465924895688457,0.6485564550106293,0.4335202611789317,300.0,13.0,0.5,ok,
0,inductive_IMf_noise_0.2,0.9637490350460658,0.48444130127298446,0.6447768983530092,0.5884025016968137,240.0,3.0,0.654320987654321,ok,
0,inductive_IMf_noise_0.3,0.9390333535699054,0.4617021276595744,0.619037217370954,0.5632059645314648,229.0,3.0,0.6516129032258065,ok,
0,inductive_IMf_noise_0.4,0.9390333535699054,0.4617021276595744,0.619037217370954,0.5632059645314648,229.0,3.0,0.6516129032258065,ok,
0,split_miner_eps_0.1_eta_0.4,0.7670841064498627,0.49977528089887635,0.6052284548743061,0.5291853980200929,335.0,58.0,0.3870967741935484,ok,
0,split_miner_eps_0.1_eta_0.5,0.7499694266337424,0.4547908232118758,0.5662192340197233,0.518714421871211,364.0,113.0,0.2718204488778055,ok,
0,split_miner_eps_0.1_eta_0.6,0.8257516380991758,0.46632931101595954,0.5960496402780341,0.5757589132133407,290.0,68.0,0.34265734265734266,ok,
0,split_miner_eps_0.2_eta_0.4,0.6266732420883715,0.6202804746494066,0.623460471443304,0.5401392308498145,355.0,61.0,0.40625,ok,
0,split_miner_eps_0.2_eta_0.5,0.8423491497943293,0.4118691351762618,0.5532332290154498,0.5384382876436721,350.0,112.0,0.26804123711340205,ok,
0,split_miner_eps_0.2_eta_0.6,0.730215103416697,0.5315568022440393,0.6152471830781838,0.600772479138169,273.0,42.0,0.4444444444444444,ok,
0,split_miner_eps_0.3_eta_0.4,0.6213977257587324,0.6920152091254752,0.6548080435631385,0.5165098230407676,355.0,61.0,0.40625,ok,
0,split_miner_eps_0.3_eta_0.5,0.8425465838509316,0.4118691351762618,0.5532758041417276,0.5195786351585239,350.0,112.0,0.26804123711340205,ok,
