,mean,std,cv
top10_variant_coverage,0.4296296296296297,0.04213839053302719,0.09808073658549431
gini_variant_concentration,0.32462322254596304,0.03673958229594462,0.11317607535222686
top1_variant_coverage,0.10092592592592593,0.02021546036273187,0.20029997423624238
