,mean,std,cv
gini_variant_concentration,0.2539484574769552,0.01281611907304859,0.050467402717780246
top10_variant_coverage,0.14870259481037923,0.011003217171351446,0.07399478929996074
top1_variant_coverage,0.02984031936127744,0.005654377434816485,0.1894878324309739
