log_name,n_cases,variant_entropy,normalized_variant_entropy,sequence_entropy,normalized_sequence_entropy,magnitude,variety,affinity,status,error
bug_fixes,309,15365.55978139209,0.5510386305570454,25446.6871186093,0.46950746287823514,6206,27,0.19591160214647504,ok,
docs,202,7935.687823473582,0.4733055430482853,12236.220877194814,0.4647912980847052,3255,22,0.24373937994066336,ok,
feature_work,59,3074.346628611407,0.5495568475137982,3709.8372635376986,0.5315740975038763,1009,23,0.12622800583115265,ok,
other,1458,77083.11369046934,0.6749897329841974,120755.56824127365,0.5729183823180729,21162,42,0.14662400924410268,ok,
tech_debt,1169,16581.08418766925,0.552808194466859,47823.481786735254,0.3782699632429741,13313,24,0.45349143674197956,ok,
whole,3197,139764.86297647993,0.6616961393858388,256714.2304020588,0.5331501760572405,44945,42,0.15679258925167208,ok,
