seed,top1_variant_coverage,top10_variant_coverage,gini_variant_concentration
0,0.2222222222222222,1.0,0.09722222222222222
1,0.2222222222222222,1.0,0.15873015873015872
2,0.3333333333333333,1.0,0.24074074074074073
3,0.1111111111111111,1.0,0.0
4,0.3333333333333333,1.0,0.19047619047619047
5,0.2222222222222222,1.0,0.15873015873015872
6,0.2222222222222222,1.0,0.09722222222222222
7,0.1111111111111111,1.0,0.0
8,0.2222222222222222,1.0,0.15873015873015872
9,0.2222222222222222,1.0,0.09722222222222222
