week_start,value,is_anomaly,anomaly_direction,anomaly_score,lower_bound,upper_bound,title_count,event_count,severity,component,reasoning,extraction_method,confidence,event_descriptions,titles_in_week
2023-10-09,5,True,high,0.6666666666666666,-2.0,4.0,5,5,P4,documentation,"Weekly closures show a slightly beyond-typical spike (5 vs upper bound 4), covering 5 unique titles across 5 events, focused on documentation, with recurring terms like fingpt-rag, readme, instructions, fingpt-benchmark, flagged by P4 signal words.",rule_based,0.95,"['closed (#90)', 'closed (#96)', 'closed (#91)', 'closed (#95)', 'closed (#94)']","['Update FinGPT-RAG/README.md', 'Update instructions in readme.md', 'FinGPT-Benchmark', 'add demo, rearrange code', 'FinGPT-RAG: update on experiment on usefulness of RAG']"
2026-03-30,6,True,high,3.5,-1.5,2.5,6,6,P2,runtime stability,"Weekly closures show a well beyond-typical spike (6 vs upper bound 2), covering 6 unique titles across 6 events, focused on runtime stability, dependencies, with recurring terms like fix, huggingface, demo, financial, flagged by P2/P4 signal words.",rule_based,0.844,"['closed (#221)', 'closed (#224)', 'closed (#220)', 'closed (#161)', 'closed (#225)', 'closed (#205)']","['fix: pin bitsandbytes and add missing deps for HuggingFace Forecaster demo', 'Add multi-agent financial news analysis notebook', 'Fix Hugging Face Hub timeout issues in PEFT model loading', 'should hugginface app work?', 'Suggest FinancialReports.eu as financial text data source for LLM training', 'Runtime error on huggingface demo']"
2026-05-18,3,True,high,0.5,-1.5,2.5,3,3,P3,unknown area,"Weekly closures show a slightly beyond-typical spike (3 vs upper bound 2), covering 3 unique titles across 3 events, focused on unknown area, with recurring terms like continuous, enhancement, diagnostic, quantamental.",rule_based,0.95,"['closed (#243)', 'closed (#242)', 'closed (#241)']","['Continuous enhancement: add volatility compression diagnostic', 'Continuous enhancement: range discipline Quantamental diagnostic', 'Continuous enhancement: gap risk stability Quantamental diagnostic']"
2026-07-27,8,True,high,1.5,-3.0,5.0,8,8,P2,runtime stability,"Weekly closures show a clearly beyond-typical spike (8 vs upper bound 5), covering 8 unique titles across 8 events, focused on runtime stability, documentation, with recurring terms like fix, error, python, compatibility, flagged by P1/P2 signal words.",rule_based,0.7644805194805195,"['closed (#204)', 'closed (#260)', 'closed (#258)', 'closed (#29)', 'closed (#200)', 'closed (#261)', 'closed (#259)', 'closed (#209)']","['example test code on huggingface doesnt work', 'Fix Python 3.12 compatibility and dependency issues (Closes #200)', 'Fix triton import error for easier installation (#209)', 'If using all scalar values, you must pass an index', 'Python 3.12.9/3.11.11 Compatibility Inquiry and Environment Setup Issues', 'fix(data): return pd.Series in get_one_content to resolve scalar index error (#29)', 'Fix #204: Fix tfns.py to generate proper sentiment labels', ""Runtime Error: ImportError: cannot import name 'driver' from 'triton.runtime' in FinGPT / Hugging Face Model Deployment""]"
